file_type,source_zip,source_file,source_path,Created,Spotify URI,Comment,Round ID,Voter ID,Points Assigned
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-24T01:01:42Z,spotify:track:0WtTqjocYc6CIfQFV1760X,,b9edcf0c9aa94238a5f8040bd36eddf3,e93989f4c07043b8a87a75597804de62,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-24T01:01:42Z,spotify:track:1fnUNIO7ruiCN1ugs3l1ge,,b9edcf0c9aa94238a5f8040bd36eddf3,e93989f4c07043b8a87a75597804de62,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-24T01:01:42Z,spotify:track:260t5PATHBfxNfqcE969Xn,,b9edcf0c9aa94238a5f8040bd36eddf3,e93989f4c07043b8a87a75597804de62,3.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-24T01:01:42Z,spotify:track:2oTH6X8DjSwmTBoAolDou2,,b9edcf0c9aa94238a5f8040bd36eddf3,e93989f4c07043b8a87a75597804de62,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-24T01:01:42Z,spotify:track:3Dedr3ttTzpfaUmoZxG43T,,b9edcf0c9aa94238a5f8040bd36eddf3,e93989f4c07043b8a87a75597804de62,3.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-24T01:01:42Z,spotify:track:4062PAj5KS0FpoCyx6tFPC,,b9edcf0c9aa94238a5f8040bd36eddf3,e93989f4c07043b8a87a75597804de62,-5.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-24T01:01:42Z,spotify:track:45fGM6ryYjmCNwlYjSN7ye,,b9edcf0c9aa94238a5f8040bd36eddf3,e93989f4c07043b8a87a75597804de62,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-24T01:01:42Z,spotify:track:4BPIETJjROnN2NrOSnAmgR,,b9edcf0c9aa94238a5f8040bd36eddf3,e93989f4c07043b8a87a75597804de62,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-24T01:01:42Z,spotify:track:58llZslfPf8Ka4rNL7fEK1,,b9edcf0c9aa94238a5f8040bd36eddf3,e93989f4c07043b8a87a75597804de62,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-24T01:01:42Z,spotify:track:6BR3mJnJcfaekKKsz1D5Hh,,b9edcf0c9aa94238a5f8040bd36eddf3,e93989f4c07043b8a87a75597804de62,2.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-24T01:01:42Z,spotify:track:7jhLPUcyaQPjaagaVBw8JI,,b9edcf0c9aa94238a5f8040bd36eddf3,e93989f4c07043b8a87a75597804de62,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-24T01:01:42Z,spotify:track:7unvgplR5wYYMhKHYbFSD9,,b9edcf0c9aa94238a5f8040bd36eddf3,e93989f4c07043b8a87a75597804de62,3.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-24T09:01:40Z,spotify:track:0NZqj0STahY0l4UR81wQj4,,b9edcf0c9aa94238a5f8040bd36eddf3,2c7be4f2a69c4a63861edd8bd58bc511,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-24T09:01:40Z,spotify:track:0pZjp6KTdWZVBIHGqfBaW7,+1 because I heard a live cover of this with my pops right before we left Nashville this December. The cover was 10/10. ,b9edcf0c9aa94238a5f8040bd36eddf3,2c7be4f2a69c4a63861edd8bd58bc511,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-24T09:01:40Z,spotify:track:0WtTqjocYc6CIfQFV1760X,90s rap is not for me,b9edcf0c9aa94238a5f8040bd36eddf3,2c7be4f2a69c4a63861edd8bd58bc511,-2.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-24T09:01:40Z,spotify:track:1fnUNIO7ruiCN1ugs3l1ge,,b9edcf0c9aa94238a5f8040bd36eddf3,2c7be4f2a69c4a63861edd8bd58bc511,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-24T09:01:40Z,spotify:track:2lhlItQCi2mgtJVl80RPWY,DMX is the exception,b9edcf0c9aa94238a5f8040bd36eddf3,2c7be4f2a69c4a63861edd8bd58bc511,2.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-24T09:01:40Z,spotify:track:2mtm0aF6c7Yd66sFaE3ipu,,b9edcf0c9aa94238a5f8040bd36eddf3,2c7be4f2a69c4a63861edd8bd58bc511,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-24T09:01:40Z,spotify:track:2oTH6X8DjSwmTBoAolDou2,,b9edcf0c9aa94238a5f8040bd36eddf3,2c7be4f2a69c4a63861edd8bd58bc511,-3.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-24T09:01:40Z,spotify:track:4062PAj5KS0FpoCyx6tFPC,I thought you hated this song??,b9edcf0c9aa94238a5f8040bd36eddf3,2c7be4f2a69c4a63861edd8bd58bc511,0.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-24T09:01:40Z,spotify:track:4BPIETJjROnN2NrOSnAmgR,My youngest sister jammed out to this. ,b9edcf0c9aa94238a5f8040bd36eddf3,2c7be4f2a69c4a63861edd8bd58bc511,3.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-24T09:01:40Z,spotify:track:5dEMKVBJcKusMAp1jYnhkC,+2 for your struggle,b9edcf0c9aa94238a5f8040bd36eddf3,2c7be4f2a69c4a63861edd8bd58bc511,2.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-24T09:01:40Z,spotify:track:5pxbjPsWa3YVY1fmaJwzdD,This is a groove. ,b9edcf0c9aa94238a5f8040bd36eddf3,2c7be4f2a69c4a63861edd8bd58bc511,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-24T09:01:40Z,spotify:track:6nbv3fcudeqvBSkdPsXEeL,,b9edcf0c9aa94238a5f8040bd36eddf3,2c7be4f2a69c4a63861edd8bd58bc511,5.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-24T09:01:40Z,spotify:track:7jhLPUcyaQPjaagaVBw8JI,"+1 for Alani, Brock 🥳",b9edcf0c9aa94238a5f8040bd36eddf3,2c7be4f2a69c4a63861edd8bd58bc511,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-24T09:01:40Z,spotify:track:7kWD5fzU9Pkux4TQ5V5F3S,1 for Lou,b9edcf0c9aa94238a5f8040bd36eddf3,2c7be4f2a69c4a63861edd8bd58bc511,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-24T09:01:40Z,spotify:track:7unvgplR5wYYMhKHYbFSD9,Gosh I’m not sure this record works as singles. ,b9edcf0c9aa94238a5f8040bd36eddf3,2c7be4f2a69c4a63861edd8bd58bc511,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-26T18:13:32Z,spotify:track:0NZqj0STahY0l4UR81wQj4,,b9edcf0c9aa94238a5f8040bd36eddf3,fe439333346c474e979620a8518494e9,2.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-26T18:13:32Z,spotify:track:0vo87WHTBsvBNtgzBDOULh,Obligatory neighborly votes,b9edcf0c9aa94238a5f8040bd36eddf3,fe439333346c474e979620a8518494e9,2.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-26T18:13:32Z,spotify:track:0WtTqjocYc6CIfQFV1760X,,b9edcf0c9aa94238a5f8040bd36eddf3,fe439333346c474e979620a8518494e9,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-26T18:13:32Z,spotify:track:260t5PATHBfxNfqcE969Xn,This is our go to album ,b9edcf0c9aa94238a5f8040bd36eddf3,fe439333346c474e979620a8518494e9,2.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-26T18:13:32Z,spotify:track:28lLyEK20U9nsJc6U9dNun,,b9edcf0c9aa94238a5f8040bd36eddf3,fe439333346c474e979620a8518494e9,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-26T18:13:32Z,spotify:track:2lhlItQCi2mgtJVl80RPWY,Nothing personal! Just need to use down votes ,b9edcf0c9aa94238a5f8040bd36eddf3,fe439333346c474e979620a8518494e9,-2.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-26T18:13:32Z,spotify:track:2mtm0aF6c7Yd66sFaE3ipu,,b9edcf0c9aa94238a5f8040bd36eddf3,fe439333346c474e979620a8518494e9,2.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-26T18:13:32Z,spotify:track:2oTH6X8DjSwmTBoAolDou2,,b9edcf0c9aa94238a5f8040bd36eddf3,fe439333346c474e979620a8518494e9,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-26T18:13:32Z,spotify:track:3Dedr3ttTzpfaUmoZxG43T,,b9edcf0c9aa94238a5f8040bd36eddf3,fe439333346c474e979620a8518494e9,2.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-26T18:13:32Z,spotify:track:4062PAj5KS0FpoCyx6tFPC,,b9edcf0c9aa94238a5f8040bd36eddf3,fe439333346c474e979620a8518494e9,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-26T18:13:32Z,spotify:track:58llZslfPf8Ka4rNL7fEK1,,b9edcf0c9aa94238a5f8040bd36eddf3,fe439333346c474e979620a8518494e9,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-26T18:13:32Z,spotify:track:5Tz3kCWr1LL2S7P02W55jw,Haha lil Jon,b9edcf0c9aa94238a5f8040bd36eddf3,fe439333346c474e979620a8518494e9,-3.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-26T18:13:32Z,spotify:track:6BR3mJnJcfaekKKsz1D5Hh,Love this whole album ,b9edcf0c9aa94238a5f8040bd36eddf3,fe439333346c474e979620a8518494e9,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-26T18:13:32Z,spotify:track:6nbv3fcudeqvBSkdPsXEeL,,b9edcf0c9aa94238a5f8040bd36eddf3,fe439333346c474e979620a8518494e9,1.0
